loan_id,no_of_dependents,education,self_employed,annual_income,loan_amount,credit_score,res_assets,com_assets,bank_assets,total_assets,loan_status
2066,4,0,Yes,91000,330000,543,157000,144000,112000,413000,0
2067,5,0,Yes,76000,154000,576,23000,28000,47000,98000,1
2068,2,0,No,72000,170000,856,181000,127000,60000,368000,1
2069,0,1,Yes,26000,82000,722,35000,42000,32000,109000,1
2070,4,1,Yes,65000,202000,653,186000,14000,64000,264000,1
2071,5,1,No,89000,355000,480,172000,113000,49000,334000,0
2072,2,1,Yes,54000,143000,477,102000,7000,55000,164000,0
2073,0,1,No,3000,5000,885,2000,4000,2000,8000,1
2074,0,0,No,84000,196000,530,170000,36000,123000,329000,0
2075,3,1,No,83000,172000,870,47000,88000,100000,235000,1
2076,4,0,No,17000,56000,395,27000,8000,24000,59000,0
2077,2,0,No,15000,42000,771,25000,8000,11000,44000,1
2078,1,0,Yes,2000,5000,579,5000,1000,1000,7000,1
2079,1,1,Yes,10000,37000,798,20000,2000,14000,36000,1
2080,3,0,Yes,88000,251000,473,172000,6000,124000,302000,0
2081,0,1,Yes,10000,32000,304,5000,6000,7000,18000,0
2082,0,0,Yes,86000,230000,678,188000,164000,120000,472000,1
2083,5,1,Yes,24000,89000,745,17000,20000,21000,58000,1
2084,1,1,No,24000,89000,835,24000,12000,11000,47000,1
2085,5,0,Yes,60000,121000,848,139000,48000,36000,223000,1
2086,5,0,No,76000,163000,872,51000,19000,50000,120000,1
2087,3,0,No,80000,201000,608,98000,155000,52000,305000,1
2088,0,1,Yes,54000,195000,758,26000,27000,60000,113000,1
2089,0,0,Yes,14000,37000,841,30000,10000,10000,50000,1
2090,0,0,Yes,8000,26000,618,3000,12000,5000,20000,1
2091,4,1,Yes,3000,11000,457,7000,1000,4000,12000,1
2092,0,1,No,41000,144000,844,27000,60000,42000,129000,1
2093,2,0,No,15000,38000,776,28000,0,14000,42000,1
2094,1,0,No,46000,139000,520,133000,64000,22000,219000,0
2095,1,1,Yes,33000,75000,648,64000,17000,16000,97000,1
2096,4,0,Yes,79000,314000,654,165000,152000,50000,367000,1
2097,0,0,No,81000,265000,342,58000,56000,58000,172000,0
2098,5,0,No,9000,28000,808,21000,9000,8000,38000,1
2099,1,1,Yes,49000,152000,429,57000,73000,33000,163000,0
2100,3,1,Yes,61000,181000,538,118000,42000,75000,235000,0
2101,3,0,No,45000,164000,533,18000,56000,39000,113000,0
2102,2,1,Yes,29000,73000,394,77000,26000,40000,143000,0
2103,1,0,No,79000,293000,771,176000,128000,40000,344000,1
2104,5,1,Yes,41000,101000,792,44000,61000,49000,154000,1
2105,5,0,Yes,77000,155000,407,65000,91000,46000,202000,0
2106,0,0,No,56000,193000,544,64000,28000,64000,156000,0
2107,5,1,No,90000,180000,509,246000,52000,61000,359000,0
2108,4,0,Yes,64000,184000,320,177000,36000,83000,296000,0
2109,4,1,No,69000,147000,496,120000,70000,40000,230000,0
2110,3,0,No,91000,274000,652,85000,73000,68000,226000,1
2111,2,1,Yes,11000,37000,806,27000,8000,5000,40000,1
2112,4,0,No,17000,45000,821,32000,19000,15000,66000,1
2113,5,1,Yes,92000,288000,618,143000,108000,106000,357000,1
2114,2,0,Yes,83000,206000,729,224000,90000,84000,398000,1
2115,5,0,Yes,50000,106000,839,126000,86000,35000,247000,1
2116,3,1,No,22000,64000,318,14000,21000,15000,50000,0
2117,2,1,No,45000,96000,404,18000,60000,27000,105000,0
2118,5,0,Yes,41000,90000,581,66000,15000,34000,115000,1
2119,1,0,No,28000,68000,596,79000,4000,15000,98000,1
2120,1,0,No,66000,207000,415,128000,119000,39000,286000,1
2121,3,0,Yes,32000,72000,728,48000,20000,46000,114000,1
2122,0,0,No,63000,133000,666,88000,40000,49000,177000,1
2123,2,1,No,47000,177000,675,58000,72000,65000,195000,1
2124,0,1,No,41000,154000,304,30000,52000,31000,113000,0
2125,5,1,Yes,71000,155000,474,76000,90000,94000,260000,0
2126,4,1,Yes,49000,102000,370,109000,22000,66000,197000,0
2127,4,1,No,56000,203000,596,51000,109000,79000,239000,1
2128,4,1,No,34000,83000,567,57000,19000,27000,103000,1
2129,3,0,No,45000,161000,671,105000,36000,58000,199000,1
2130,2,1,No,3000,8000,819,3000,3000,4000,10000,1
2131,5,0,Yes,76000,230000,829,31000,73000,73000,177000,1
2132,5,1,No,5000,12000,454,14000,5000,3000,22000,0
2133,0,1,Yes,59000,152000,399,152000,32000,65000,249000,0
2134,0,1,No,71000,207000,784,95000,114000,86000,295000,1
2135,2,0,Yes,85000,269000,538,213000,164000,46000,423000,0
2136,0,1,Yes,64000,169000,759,162000,71000,31000,264000,1
2137,2,1,No,71000,214000,699,114000,134000,48000,296000,1
2138,5,0,No,18000,54000,347,38000,13000,17000,68000,0
2139,3,0,Yes,66000,252000,598,131000,36000,86000,253000,1
2140,4,1,Yes,88000,271000,406,163000,62000,58000,283000,1
2141,2,0,No,48000,158000,860,17000,33000,51000,101000,1
2142,5,1,Yes,44000,165000,806,35000,44000,28000,107000,1
2143,0,0,No,20000,69000,448,27000,38000,16000,81000,1
2144,2,1,No,68000,226000,393,21000,22000,82000,125000,0
2145,5,0,Yes,66000,160000,811,131000,50000,50000,231000,1
2146,2,1,No,33000,79000,829,48000,21000,26000,95000,1
2147,3,0,No,74000,234000,700,193000,30000,89000,312000,1
2148,0,0,Yes,45000,124000,719,103000,2000,31000,136000,1
2149,1,0,Yes,95000,305000,430,54000,80000,105000,239000,0
2150,1,1,No,8000,30000,338,9000,10000,4000,23000,1
2151,2,1,No,40000,130000,695,64000,69000,43000,176000,1
2152,2,0,No,70000,257000,374,34000,137000,45000,216000,0
2153,3,1,No,35000,85000,609,73000,0,25000,98000,1
2154,3,1,Yes,97000,360000,631,35000,55000,75000,165000,1
2155,0,0,No,34000,108000,439,53000,14000,19000,86000,0
2156,1,1,Yes,46000,135000,837,56000,77000,25000,158000,1
2157,4,1,No,38000,104000,833,75000,25000,42000,142000,1
2158,4,0,Yes,42000,96000,863,74000,9000,34000,117000,1
2159,2,1,No,25000,87000,684,0,6000,26000,32000,1
2160,0,0,Yes,70000,246000,542,64000,26000,47000,137000,0
2161,1,0,No,53000,115000,753,100000,42000,30000,172000,1
2162,0,0,No,64000,142000,512,16000,92000,35000,143000,0
2163,3,0,No,34000,81000,385,61000,40000,40000,141000,0
2164,4,0,No,67000,188000,749,156000,79000,86000,321000,1
2165,1,0,Yes,46000,101000,618,22000,1000,43000,66000,1
2166,4,1,Yes,9000,25000,583,13000,8000,11000,32000,1
2167,0,1,No,51000,199000,655,44000,0,71000,115000,1
2168,0,0,Yes,70000,209000,380,118000,108000,62000,288000,0
2169,3,1,Yes,41000,147000,679,66000,37000,56000,159000,1
2170,2,1,No,46000,148000,410,129000,68000,58000,255000,0
2171,2,1,Yes,36000,115000,590,16000,52000,30000,98000,1
2172,5,1,No,59000,138000,397,124000,6000,30000,160000,0
2173,2,1,No,6000,21000,425,9000,5000,3000,17000,0
2174,0,1,No,49000,164000,383,33000,35000,58000,126000,1
2175,5,1,Yes,64000,239000,406,147000,124000,43000,314000,0
2176,2,1,No,70000,198000,563,39000,94000,80000,213000,1
2177,3,1,Yes,67000,134000,782,49000,40000,96000,185000,1
2178,1,0,Yes,8000,22000,852,9000,2000,10000,21000,1
2179,5,0,No,76000,278000,753,184000,122000,80000,386000,1
2180,5,1,Yes,32000,76000,489,50000,29000,19000,98000,0
2181,2,0,Yes,49000,138000,586,99000,14000,70000,183000,1
2182,3,0,No,72000,208000,560,21000,107000,36000,164000,1
2183,3,1,No,56000,206000,487,64000,97000,41000,202000,0
2184,4,1,Yes,73000,183000,434,100000,29000,67000,196000,0
2185,4,0,No,33000,70000,504,82000,32000,25000,139000,0
2186,2,1,Yes,92000,253000,827,259000,159000,110000,528000,1
2187,3,0,Yes,81000,233000,657,157000,29000,62000,248000,1
2188,5,1,No,66000,214000,447,127000,111000,64000,302000,0
2189,0,1,Yes,42000,136000,834,87000,34000,31000,152000,1
2190,2,1,No,58000,217000,354,125000,23000,68000,216000,0
2191,2,1,Yes,56000,210000,883,98000,16000,60000,174000,1
2192,0,0,Yes,36000,99000,641,103000,24000,27000,154000,1
2193,1,1,Yes,77000,169000,621,226000,79000,102000,407000,1
2194,0,1,Yes,78000,233000,587,125000,93000,97000,315000,1
2195,3,0,No,57000,154000,424,47000,30000,56000,133000,0
2196,5,1,No,63000,205000,515,43000,36000,91000,170000,0
2197,5,0,Yes,23000,47000,592,16000,39000,28000,83000,1
2198,4,1,Yes,96000,199000,319,32000,165000,66000,263000,0
2199,1,0,Yes,10000,39000,360,25000,3000,6000,34000,0
2200,5,1,Yes,72000,271000,535,84000,128000,48000,260000,0
2201,2,0,Yes,38000,114000,666,90000,24000,38000,152000,1
2202,4,0,Yes,93000,246000,419,181000,0,51000,232000,0
2203,2,0,Yes,72000,219000,640,0,114000,38000,152000,1
2204,0,1,No,76000,197000,545,43000,52000,73000,168000,0
2205,4,1,No,45000,153000,843,132000,69000,22000,223000,1
2206,1,0,Yes,99000,309000,559,121000,61000,121000,303000,1
2207,0,0,Yes,7000,20000,650,4000,13000,5000,22000,1
2208,0,1,No,35000,123000,479,97000,60000,47000,204000,0
2209,1,1,Yes,3000,10000,324,1000,1000,1000,3000,0
2210,5,0,Yes,54000,167000,354,11000,45000,52000,108000,1
2211,4,0,Yes,28000,84000,521,15000,12000,37000,64000,0
2212,5,0,Yes,49000,159000,505,124000,49000,61000,234000,0
2213,4,0,No,6000,17000,436,4000,0,7000,11000,0
2214,0,1,No,30000,81000,683,32000,49000,32000,113000,1
2215,0,1,No,18000,58000,348,29000,7000,10000,46000,0
2216,4,1,Yes,51000,157000,867,112000,83000,36000,231000,1
2217,5,1,No,14000,41000,880,37000,18000,21000,76000,1
2218,2,1,Yes,67000,255000,673,111000,86000,50000,247000,1
2219,3,0,No,43000,126000,482,93000,9000,61000,163000,0
2220,3,1,Yes,78000,196000,767,181000,105000,77000,363000,1
2221,3,0,No,54000,158000,760,127000,23000,72000,222000,1
2222,0,0,No,5000,19000,857,11000,5000,3000,19000,1
2223,1,1,No,86000,267000,735,118000,91000,112000,321000,1
2224,3,1,No,25000,93000,810,27000,33000,37000,97000,1
2225,4,0,No,30000,72000,680,9000,34000,17000,60000,1
2226,5,0,Yes,70000,269000,889,14000,42000,74000,130000,1
2227,1,0,Yes,4000,15000,688,4000,3000,2000,9000,1
2228,5,0,No,52000,137000,531,88000,45000,29000,162000,0
2229,3,1,No,33000,111000,660,65000,37000,45000,147000,1
2230,1,0,Yes,24000,88000,414,36000,22000,25000,83000,0
2231,4,1,Yes,58000,158000,528,63000,1000,87000,151000,0
2232,4,0,Yes,94000,200000,817,36000,16000,80000,132000,1
2233,2,0,No,61000,153000,799,71000,55000,53000,179000,1
2234,1,1,Yes,75000,214000,655,130000,103000,81000,314000,1
2235,2,0,No,41000,162000,546,35000,31000,37000,103000,0
2236,3,0,No,85000,308000,745,110000,82000,72000,264000,1
2237,0,1,No,43000,169000,884,65000,54000,37000,156000,1
2238,5,0,No,93000,220000,822,209000,100000,121000,430000,1
2239,4,0,No,60000,187000,623,43000,40000,57000,140000,1
2240,1,0,Yes,53000,189000,361,3000,50000,55000,108000,0
2241,5,0,Yes,74000,162000,778,170000,27000,92000,289000,1
2242,1,0,Yes,11000,38000,779,6000,18000,16000,40000,1
2243,1,1,Yes,66000,207000,594,48000,2000,89000,139000,1
2244,3,1,No,82000,283000,530,150000,105000,121000,376000,1
2245,3,0,No,33000,93000,324,53000,26000,20000,99000,0
2246,4,1,Yes,25000,90000,394,67000,20000,30000,117000,0
2247,3,1,Yes,33000,104000,816,71000,63000,49000,183000,1
2248,5,0,No,10000,23000,423,17000,7000,14000,38000,0
2249,5,1,Yes,62000,128000,539,56000,98000,48000,202000,0
2250,1,1,No,70000,210000,554,169000,66000,56000,291000,1
2251,2,1,Yes,70000,190000,523,53000,93000,95000,241000,0
2252,1,0,Yes,53000,120000,852,4000,104000,50000,158000,1
2253,0,0,Yes,18000,37000,505,39000,24000,14000,77000,0
2254,0,1,Yes,23000,79000,430,66000,28000,19000,113000,0
2255,2,1,No,40000,92000,784,32000,6000,49000,87000,1
2256,1,0,No,89000,240000,380,165000,74000,75000,314000,0
2257,3,1,No,80000,186000,565,16000,86000,94000,196000,1
2258,4,1,Yes,79000,269000,446,179000,73000,82000,334000,0
2259,5,1,Yes,67000,202000,406,69000,49000,71000,189000,0
2260,4,0,No,24000,60000,712,68000,22000,12000,102000,1
2261,4,0,No,86000,226000,729,3000,162000,119000,284000,1
2262,1,0,Yes,53000,146000,508,112000,28000,46000,186000,0
2263,0,1,No,74000,249000,648,71000,79000,62000,212000,1
2264,0,0,Yes,87000,187000,346,12000,18000,82000,112000,0
2265,5,1,No,82000,185000,394,96000,57000,111000,264000,0
2266,0,0,Yes,37000,97000,501,26000,66000,46000,138000,0
2267,5,0,Yes,92000,363000,655,30000,12000,87000,129000,1
2268,4,0,No,61000,209000,662,102000,70000,41000,213000,1
2269,2,1,Yes,88000,308000,820,7000,48000,127000,182000,1
2270,5,0,No,92000,189000,521,83000,145000,69000,297000,0
2271,3,1,No,72000,279000,473,211000,88000,87000,386000,0
2272,1,1,No,6000,12000,561,9000,3000,6000,18000,1
2273,5,1,No,80000,231000,461,59000,24000,72000,155000,0
2274,4,1,Yes,69000,138000,715,21000,61000,82000,164000,1
2275,0,0,Yes,43000,156000,440,62000,13000,47000,122000,0
2276,3,0,Yes,85000,249000,749,96000,12000,101000,209000,1
2277,4,0,No,86000,174000,787,117000,106000,106000,329000,1
2278,3,1,No,63000,139000,748,177000,88000,86000,351000,1
2279,3,0,Yes,58000,136000,321,17000,33000,34000,84000,0
2280,3,1,Yes,10000,23000,303,10000,4000,10000,24000,0
2281,0,0,Yes,17000,54000,682,24000,10000,21000,55000,1
2282,2,0,No,32000,86000,638,10000,49000,35000,94000,1
2283,0,1,Yes,75000,166000,440,172000,145000,103000,420000,0
2284,1,0,Yes,20000,66000,873,14000,2000,24000,40000,1
2285,3,0,No,91000,197000,437,63000,137000,129000,329000,0
2286,4,1,Yes,84000,197000,796,179000,92000,77000,348000,1
2287,4,1,No,71000,272000,824,24000,80000,39000,143000,1
2288,2,0,No,2000,8000,338,1000,0,1000,2000,0
2289,0,0,Yes,50000,149000,575,128000,15000,66000,209000,1
2290,0,0,Yes,45000,169000,773,63000,68000,60000,191000,1
2291,2,0,Yes,51000,197000,733,0,45000,62000,107000,1
2292,3,1,Yes,41000,106000,475,54000,43000,45000,142000,0
2293,1,0,No,72000,150000,677,106000,39000,41000,186000,1
2294,3,0,No,78000,177000,403,126000,37000,100000,263000,0
2295,3,1,Yes,75000,253000,767,132000,108000,96000,336000,1
2296,3,1,Yes,64000,210000,813,39000,109000,44000,192000,1
2297,4,1,No,70000,257000,597,199000,135000,101000,435000,1
2298,4,0,Yes,90000,311000,896,71000,44000,131000,246000,1
2299,2,0,Yes,44000,139000,810,132000,42000,52000,226000,1
2300,2,0,No,9000,20000,337,17000,0,6000,23000,0
2301,1,1,No,98000,269000,792,159000,141000,119000,419000,1
2302,4,0,No,6000,16000,784,3000,1000,5000,9000,1
2303,5,1,Yes,97000,301000,434,196000,179000,69000,444000,0
2304,2,1,Yes,84000,326000,384,139000,16000,70000,225000,0
2305,1,1,No,83000,249000,642,115000,154000,58000,327000,1
2306,4,1,No,79000,299000,314,220000,46000,81000,347000,0
2307,1,0,No,86000,259000,606,37000,149000,122000,308000,1
2308,5,0,Yes,67000,176000,843,127000,2000,56000,185000,1
2309,0,1,No,27000,74000,778,68000,8000,28000,104000,1
2310,0,0,No,66000,256000,718,126000,122000,90000,338000,1
2311,1,1,Yes,71000,208000,437,96000,73000,88000,257000,0
2312,5,1,Yes,3000,7000,586,0,4000,1000,5000,1
2313,2,1,No,22000,70000,777,61000,4000,33000,98000,1
2314,1,1,Yes,87000,317000,525,78000,102000,61000,241000,0
2315,4,1,No,72000,231000,632,46000,85000,44000,175000,1
2316,0,0,No,20000,48000,337,13000,22000,17000,52000,0
2317,4,1,Yes,86000,279000,458,224000,18000,117000,359000,0
2318,2,1,Yes,23000,54000,364,45000,5000,20000,70000,0
2319,2,0,Yes,96000,298000,499,285000,63000,74000,422000,0
2320,2,1,Yes,19000,65000,887,20000,12000,17000,49000,1
2321,1,1,No,21000,63000,882,39000,22000,29000,90000,1
2322,1,0,Yes,39000,87000,817,9000,25000,21000,55000,1
2323,5,0,Yes,2000,3000,704,5000,1000,2000,8000,1
2324,1,0,Yes,19000,45000,742,12000,20000,12000,44000,1
2325,0,0,Yes,32000,116000,393,47000,3000,31000,81000,1
2326,0,0,No,11000,43000,828,7000,8000,9000,24000,1
2327,5,1,Yes,80000,215000,779,26000,151000,104000,281000,1
2328,4,1,Yes,61000,217000,860,139000,9000,56000,204000,1
2329,5,1,No,32000,106000,432,65000,37000,37000,139000,1
2330,4,1,Yes,90000,304000,532,210000,74000,131000,415000,0
2331,0,0,Yes,12000,32000,678,15000,10000,9000,34000,1
2332,3,1,No,79000,270000,601,177000,78000,115000,370000,1
2333,3,1,Yes,77000,231000,807,29000,98000,70000,197000,1
2334,2,0,No,44000,165000,879,78000,75000,54000,207000,1
2335,1,0,No,31000,112000,665,20000,54000,25000,99000,1
2336,5,0,Yes,26000,93000,697,51000,12000,37000,100000,1
2337,4,1,No,55000,217000,867,50000,87000,31000,168000,1
2338,1,1,No,57000,155000,544,105000,87000,70000,262000,0
2339,5,1,No,61000,207000,482,94000,20000,59000,173000,0
2340,2,1,No,82000,225000,857,134000,143000,84000,361000,1
2341,1,1,No,60000,212000,549,179000,82000,62000,323000,0
2342,1,1,Yes,80000,306000,720,237000,85000,97000,419000,1
2343,4,0,No,20000,48000,302,15000,8000,26000,49000,0
2344,5,1,Yes,13000,29000,669,4000,17000,18000,39000,1
2345,1,1,No,70000,271000,591,67000,122000,49000,238000,1
2346,3,1,No,41000,153000,440,75000,51000,20000,146000,0
2347,3,1,No,80000,262000,890,158000,43000,40000,241000,1
2348,4,0,No,81000,280000,663,88000,113000,55000,256000,1
2349,4,1,Yes,95000,226000,433,100000,9000,134000,243000,0
2350,0,1,No,92000,225000,317,142000,174000,107000,423000,0
2351,2,1,No,39000,147000,360,26000,2000,29000,57000,0
2352,1,1,No,91000,262000,727,208000,71000,89000,368000,1
2353,3,1,Yes,30000,83000,685,29000,54000,38000,121000,1
2354,4,1,No,20000,43000,373,20000,27000,22000,69000,0
2355,5,1,No,63000,146000,469,133000,101000,38000,272000,0
2356,3,0,Yes,41000,109000,548,88000,52000,43000,183000,0
2357,0,0,No,98000,294000,618,12000,146000,83000,241000,1
2358,2,1,No,52000,154000,658,12000,75000,32000,119000,1
2359,3,1,No,76000,287000,781,213000,124000,80000,417000,1
2360,3,0,No,92000,355000,715,111000,118000,117000,346000,1
2361,5,0,No,22000,81000,409,3000,0,24000,27000,0
2362,2,0,Yes,83000,206000,504,1000,9000,67000,77000,0
2363,3,1,Yes,61000,216000,428,29000,61000,72000,162000,0
2364,2,1,No,45000,166000,704,64000,42000,24000,130000,1
2365,3,0,No,66000,188000,834,188000,93000,48000,329000,1
2366,4,0,No,89000,349000,694,154000,28000,91000,273000,1
2367,4,1,Yes,39000,133000,453,98000,5000,47000,150000,0
2368,3,1,Yes,89000,354000,404,223000,77000,59000,359000,0
2369,5,0,No,64000,223000,776,5000,91000,58000,154000,1
2370,1,0,Yes,95000,287000,526,246000,49000,66000,361000,0
2371,3,1,Yes,3000,10000,641,7000,2000,2000,11000,1
2372,5,0,No,41000,123000,582,109000,61000,35000,205000,1
2373,2,1,No,81000,208000,778,41000,155000,106000,302000,1
2374,4,1,No,99000,284000,763,237000,127000,58000,422000,1
2375,0,0,No,48000,190000,650,70000,10000,48000,128000,1
2376,0,1,Yes,29000,97000,820,67000,16000,39000,122000,1
2377,1,0,Yes,35000,135000,824,84000,39000,41000,164000,1
2378,1,0,Yes,49000,126000,718,118000,73000,38000,229000,1
2379,2,0,Yes,51000,133000,313,59000,79000,39000,177000,0
2380,5,1,No,73000,262000,751,14000,122000,104000,240000,1
2381,0,1,Yes,2000,3000,520,1000,3000,1000,5000,0
2382,2,1,No,14000,47000,355,21000,6000,14000,41000,1
2383,3,1,Yes,87000,336000,314,77000,100000,62000,239000,0
2384,1,0,Yes,28000,59000,728,10000,32000,14000,56000,1
2385,3,1,Yes,91000,301000,564,266000,73000,82000,421000,1
2386,0,0,Yes,68000,153000,699,199000,26000,83000,308000,1
2387,0,0,Yes,50000,170000,624,67000,62000,59000,188000,1
2388,0,1,Yes,44000,168000,795,87000,87000,34000,208000,1
2389,5,0,Yes,84000,186000,703,25000,71000,95000,191000,1
2390,4,1,No,78000,173000,394,36000,131000,72000,239000,0
2391,4,1,Yes,48000,99000,779,52000,93000,29000,174000,1
2392,1,1,No,32000,88000,405,10000,26000,34000,70000,0
2393,5,1,Yes,23000,67000,612,67000,33000,20000,120000,1
2394,5,0,Yes,92000,281000,448,223000,33000,107000,363000,0
2395,2,0,Yes,47000,137000,506,13000,79000,35000,127000,0
2396,0,0,Yes,80000,304000,776,166000,14000,78000,258000,1
2397,1,1,Yes,26000,86000,730,8000,29000,31000,68000,1
2398,3,0,No,2000,8000,730,0,3000,3000,6000,1
2399,5,1,No,73000,172000,345,61000,84000,49000,194000,0
2400,4,0,No,33000,118000,847,78000,24000,30000,132000,1
2401,4,0,No,83000,233000,398,185000,115000,99000,399000,0
2402,5,0,Yes,41000,96000,307,88000,78000,31000,197000,0
2403,1,0,No,73000,237000,852,94000,68000,85000,247000,1
2404,1,0,No,93000,275000,364,122000,138000,108000,368000,0
2405,2,1,Yes,43000,152000,552,34000,21000,48000,103000,1
2406,3,0,No,26000,81000,421,42000,31000,25000,98000,1
2407,5,1,No,29000,98000,588,59000,23000,29000,111000,1
2408,2,1,Yes,9000,35000,763,23000,3000,6000,32000,1
2409,3,0,Yes,49000,175000,823,126000,87000,48000,261000,1
2410,0,1,No,77000,248000,642,168000,107000,45000,320000,1
2411,1,1,No,47000,168000,647,104000,83000,34000,221000,1
2412,5,0,No,30000,89000,886,26000,10000,28000,64000,1
2413,4,0,No,97000,262000,518,262000,0,140000,402000,0
2414,0,1,Yes,69000,268000,515,108000,25000,83000,216000,0
2415,2,0,Yes,38000,124000,340,18000,26000,26000,70000,0
2416,3,0,Yes,6000,17000,521,0,10000,6000,16000,0
2417,2,0,Yes,12000,29000,330,4000,16000,6000,26000,0
2418,4,0,Yes,78000,268000,474,89000,112000,56000,257000,1
2419,0,0,No,90000,351000,898,5000,162000,91000,258000,1
2420,1,0,No,28000,91000,436,36000,5000,36000,77000,0
2421,1,0,No,78000,213000,326,228000,107000,45000,380000,0
2422,4,1,Yes,47000,95000,876,118000,66000,41000,225000,1
2423,2,1,No,46000,175000,597,114000,61000,41000,216000,1
2424,4,1,No,51000,161000,436,114000,27000,67000,208000,0
2425,3,0,Yes,61000,228000,640,168000,73000,60000,301000,1
2426,0,0,No,60000,229000,302,122000,65000,71000,258000,0
2427,2,0,No,84000,232000,476,152000,54000,86000,292000,0
2428,2,1,No,93000,220000,393,43000,38000,139000,220000,0
2429,0,1,No,42000,103000,506,93000,45000,60000,198000,0
2430,3,1,No,96000,378000,418,67000,55000,113000,235000,0
2431,3,1,No,56000,134000,865,149000,97000,60000,306000,1
2432,4,1,No,78000,286000,703,5000,124000,105000,234000,1
2433,2,1,Yes,45000,126000,568,69000,39000,29000,137000,1
2434,3,1,No,24000,59000,425,11000,5000,25000,41000,0
2435,0,0,No,39000,113000,305,50000,59000,21000,130000,0
2436,5,1,Yes,96000,206000,456,173000,110000,116000,399000,0
2437,4,0,No,9000,26000,602,6000,8000,10000,24000,1
2438,3,1,Yes,11000,38000,814,14000,15000,11000,40000,1
2439,4,0,No,64000,249000,640,100000,57000,63000,220000,1
2440,2,1,No,46000,150000,817,72000,24000,66000,162000,1
2441,4,1,No,76000,298000,361,138000,58000,59000,255000,0
2442,5,0,No,68000,201000,839,19000,6000,75000,100000,1
2443,5,1,No,71000,270000,592,51000,96000,76000,223000,1
2444,4,0,Yes,67000,247000,498,129000,7000,84000,220000,0
2445,5,0,Yes,58000,124000,847,51000,90000,76000,217000,1
2446,0,1,Yes,86000,294000,643,10000,141000,123000,274000,1
2447,0,1,Yes,35000,106000,389,83000,48000,25000,156000,1
2448,2,1,Yes,48000,175000,381,4000,69000,70000,143000,0
2449,5,1,Yes,61000,144000,400,92000,28000,56000,176000,0
2450,5,1,Yes,52000,127000,718,117000,1000,72000,190000,1
2451,5,0,Yes,41000,124000,309,82000,10000,33000,125000,0
2452,5,0,No,32000,74000,838,22000,29000,36000,87000,1
2453,3,0,Yes,75000,216000,678,88000,121000,112000,321000,1
2454,2,0,Yes,15000,45000,826,32000,17000,16000,65000,1
2455,4,1,Yes,12000,31000,348,12000,22000,17000,51000,0
2456,1,1,Yes,84000,197000,476,247000,165000,121000,533000,0
2457,0,0,Yes,79000,263000,666,46000,92000,118000,256000,1
2458,1,1,Yes,21000,43000,896,1000,23000,23000,47000,1
2459,2,1,No,25000,70000,547,8000,12000,23000,43000,0
2460,2,0,Yes,37000,139000,405,59000,32000,55000,146000,1
2461,5,1,No,11000,40000,498,4000,1000,7000,12000,0
2462,5,1,No,65000,248000,779,70000,96000,88000,254000,1
2463,0,0,Yes,82000,315000,403,115000,88000,61000,264000,0
2464,2,0,No,50000,124000,709,113000,68000,42000,223000,1
2465,1,0,No,15000,60000,507,26000,27000,19000,72000,0
2466,5,0,No,37000,91000,368,34000,24000,33000,91000,0
2467,3,1,Yes,41000,146000,760,47000,66000,30000,143000,1
2468,2,0,No,72000,168000,796,66000,61000,98000,225000,1
2469,1,1,No,20000,50000,876,5000,29000,15000,49000,1
2470,3,0,No,20000,47000,673,8000,34000,15000,57000,1
2471,1,1,Yes,51000,115000,747,50000,89000,70000,209000,1
2472,1,0,No,60000,136000,589,90000,3000,71000,164000,1
2473,1,1,No,49000,181000,382,136000,4000,24000,164000,0
2474,3,0,Yes,9000,23000,900,13000,0,11000,24000,1
2475,1,1,Yes,75000,250000,628,35000,22000,47000,104000,1
2476,2,1,No,64000,250000,667,135000,55000,54000,244000,1
2477,2,1,Yes,87000,264000,778,85000,24000,103000,212000,1
2478,4,1,Yes,73000,172000,831,185000,43000,52000,280000,1
2479,5,1,No,74000,271000,320,198000,146000,94000,438000,1
2480,2,1,No,27000,93000,656,77000,25000,36000,138000,1
2481,3,1,No,34000,89000,896,42000,48000,42000,132000,1
2482,3,0,Yes,21000,74000,320,33000,27000,22000,82000,1
2483,2,0,No,31000,105000,751,55000,59000,16000,130000,1
2484,5,0,No,47000,174000,523,106000,70000,52000,228000,1
2485,5,1,No,31000,105000,584,77000,21000,29000,127000,1
2486,2,0,No,57000,204000,630,30000,31000,29000,90000,1
2487,3,1,Yes,23000,80000,472,44000,33000,18000,95000,0
2488,0,0,Yes,66000,185000,802,146000,11000,97000,254000,1
2489,2,1,Yes,27000,64000,547,50000,17000,17000,84000,0
2490,1,0,Yes,8000,28000,726,20000,13000,12000,45000,1
2491,1,1,No,66000,185000,712,23000,32000,76000,131000,1
2492,3,1,No,39000,107000,790,106000,19000,27000,152000,1
2493,5,0,No,2000,6000,396,0,0,2000,2000,0
2494,3,1,No,20000,42000,831,13000,17000,12000,42000,1
2495,2,1,Yes,91000,209000,632,42000,4000,132000,178000,1
2496,3,1,No,47000,108000,527,133000,31000,48000,212000,0
2497,3,0,Yes,32000,111000,708,89000,57000,15000,161000,1
2498,2,0,No,17000,42000,829,2000,16000,16000,34000,1
2499,1,0,No,26000,81000,854,45000,51000,25000,121000,1
2500,3,0,Yes,27000,67000,899,24000,42000,20000,86000,1
2501,0,0,Yes,36000,134000,589,36000,0,40000,76000,1
